GROUP,STOCK CODE,DESCRIPTION,DESCRIPTION2,SUPP PART NO,ORDER NO,OUR REF,SUPP REF,SUPP NAME,DEPOT,DEL DATE,ORDER QTY,TO DELIV,RECVD,INVCD,QTY CST VAL,TO DELIV CST VAL,RECVD CST VAL,INVCD CST VAL,EXCH RATE,FOREIGN CURR
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,7500,7500,0,0,1860.00,1860.00,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,5500,5500,0,0,1478.95,1478.95,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,3000,3000,0,0,798.30,798.30,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,850,850,0,0,232.56,232.56,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,4650,4650,0,0,1209.46,1209.46,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,5500,5500,0,0,1438.25,1438.25,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,8250,8250,0,0,2170.57,2170.57,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,FB114,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,900,900,0,0,237.60,237.60,0.00,0.00,
BRA,FB114HINGED,2 HOLE 2 HOLE HINGED ANGLE BRA,EA BRACKET,,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,300,300,0,0,266.28,266.28,0.00,0.00,
BRA,FB114HINGED,2 HOLE 2 HOLE HINGED ANGLE BRA,EA BRACKET,,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1600,1600,0,0,1515.84,1515.84,0.00,0.00,
BRA,FB115,FB115  TWO HOLE TWO HOLE GUSSE,GUSSET BKT HDG,FB115,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,2000,2000,0,0,873.60,873.60,0.00,0.00,
BRA,FB117,FB117  FLAT DELTA ANGLE HDG,EA,FB117,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,300,300,0,0,140.13,140.13,0.00,0.00,
BRA,FB117,FB117  FLAT DELTA ANGLE HDG,EA,FB117,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,100,100,0,0,46.71,46.71,0.00,0.00,
BRA,FB117,FB117  FLAT DELTA ANGLE HDG,EA,FB117,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,300,300,0,0,149.58,149.58,0.00,0.00,
BRA,FB120,FB120 TOWER BRACKET,,FB120,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,355,355,0,0,300.47,300.47,0.00,0.00,
BRA,FB120,FB120 TOWER BRACKET,,FB120,6428,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,375,375,0,0,301.88,301.88,0.00,0.00,
BRA,FB120,FB120 TOWER BRACKET,EA,FB120,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,475,475,0,0,435.91,435.91,0.00,0.00,
BRA,FB120,FB120 TOWER BRACKET,EA,FB120,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,11150,11150,0,0,8529.75,8529.75,0.00,0.00,
BRA,FB121,FB121  FLAT TEE BRACKET HDG EA,EA,FB121,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,36650,36650,0,0,10899.71,10899.71,0.00,0.00,
BRA,FB121,FB121  FLAT TEE BRACKET HDG EA,EA,FB121,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,5000,5000,0,0,1487.00,1487.00,0.00,0.00,
BRA,FB121,FB121  FLAT TEE BRACKET HDG EA,EA,FB121,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,4000,4000,0,0,1189.60,1189.60,0.00,0.00,
BRA,FB121,FB121  FLAT TEE BRACKET HDG EA,EA,FB121,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,5000,5000,0,0,1596.50,1596.50,0.00,0.00,
BRA,FB121,FB121  FLAT TEE BRACKET HDG EA,EA,FB121,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,2125,2125,0,0,664.49,664.49,0.00,0.00,
BRA,FB122,90 DEG ANGLE TEE,EA,FB122,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,300,300,0,0,100.98,100.98,0.00,0.00,
BRA,FB126,FB126  FLAT L BRACKET HDG EA,,FB126,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,4000,4000,0,0,848.40,848.40,0.00,0.00,
BRA,FB126,FB126  FLAT L BRACKET HDG EA,EA,FB126,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,37900,37900,0,0,7959.00,7959.00,0.00,0.00,
BRA,FB126,FB126  FLAT L BRACKET HDG EA,EA,FB126,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,4000,4000,0,0,903.20,903.20,0.00,0.00,
BRA,FB126,FB126  FLAT L BRACKET HDG EA,EA,FB126,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,3000,3000,0,0,630.00,630.00,0.00,0.00,
BRA,FB126,FB126  FLAT L BRACKET HDG EA,EA,FB126,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,2200,2200,0,0,485.76,485.76,0.00,0.00,
BRA,FB126,FB126  FLAT L BRACKET HDG EA,EA,FB126,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1400,1400,0,0,313.88,313.88,0.00,0.00,
BRA,FB126,FB126  FLAT L BRACKET HDG EA,EA,FB126,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,4500,4500,0,0,986.40,986.40,0.00,0.00,
BRA,FB127/21,FB127/21 21MM EXT CONNECTOR,EA,FB127/21,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,125,125,0,0,96.03,96.03,0.00,0.00,
BRA,FB127/21,FB127/21 21MM EXT CONNECTOR,EA,FB127/21,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,750,750,0,0,578.63,578.63,0.00,0.00,
BRA,FB127/41,FB127/41  41X41 EXT CONN HDG E,EA,FB127/41,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1560,1560,0,0,1845.48,1845.48,0.00,0.00,
BRA,FB127/41,FB127/41  41X41 EXT CONN HDG E,EA,FB127/41,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,880,880,0,0,999.33,999.33,0.00,0.00,
BRA,FB127/41,FB127/41  41X41 EXT CONN HDG E,EA,FB127/41,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,500,500,0,0,562.15,562.15,0.00,0.00,
BRA,FB127/41,FB127/41  41X41 EXT CONN HDG E,EA,FB127/41,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,500,500,0,0,598.00,598.00,0.00,0.00,
BRA,FB128,FB128 45 DEG OBTUSE ANGLE BRAC,BRACKET HDG EA,FB128,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,800,800,0,0,179.68,179.68,0.00,0.00,
BRA,FB128,FB128 45 DEG OBTUSE ANGLE BRAC,BRACKET HDG EA,FB128,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,200,200,0,0,47.10,47.10,0.00,0.00,
BRA,FB129,FB129  ACUTE ANGLE BRACKET 45D,45DEG HDG EA,FB129,6400,WARRINGTON STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,200,200,0,0,51.60,51.60,0.00,0.00,
BRA,FB129,FB129  ACUTE ANGLE BRACKET 45D,45DEG HDG EA,FB129,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,400,400,0,0,98.08,98.08,0.00,0.00,
BRA,FB129,FB129  ACUTE ANGLE BRACKET 45D,45DEG HDG EA,FB129,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1050,1050,0,0,276.78,276.78,0.00,0.00,
BRA,FB129,FB129  ACUTE ANGLE BRACKET 45D,45DEG HDG EA,FB129,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,400,400,0,0,108.20,108.20,0.00,0.00,
BRA,FB131,FB131  41MM Z BRACKET HDG EA,EA,FB131,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1600,1600,0,0,338.40,338.40,0.00,0.00,
BRA,FB131,FB131  41MM Z BRACKET HDG EA,EA,FB131,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,3600,3600,0,0,745.56,745.56,0.00,0.00,
BRA,FB132,FB132 41X82 Z BRACKET,,FB132,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1000,1000,0,0,261.00,261.00,0.00,0.00,
BRA,FB133,FB133 41X21 TOP HAT BRACKET,,FB133,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,50,50,0,0,13.63,13.63,0.00,0.00,
BRA,FB134,FB134 AI030 TOP HAT BRACKET  H,HDG EA,FB134,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1950,1950,0,0,622.05,622.05,0.00,0.00,
BRA,FB134,FB134 AI030 TOP HAT BRACKET  H,HDG EA,FB134,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1800,1800,0,0,586.62,586.62,0.00,0.00,
BRA,FB134,FB134 AI030 TOP HAT BRACKET  H,HDG EA,FB134,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,1000,1000,0,0,303.10,303.10,0.00,0.00,
BRA,FB134,FB134 AI030 TOP HAT BRACKET  H,HDG EA,FB134,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,1800,1800,0,0,558.00,558.00,0.00,0.00,
BRA,FB134,FB134 AI030 TOP HAT BRACKET  H,HDG EA,FB134,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,3600,3600,0,0,1141.92,1141.92,0.00,0.00,
BRA,FB134,FB134 AI030 TOP HAT BRACKET  H,HDG EA,FB134,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,750,750,0,0,241.95,241.95,0.00,0.00,
BRA,FB136,FB136 41X82 TOP HAT BRACKET,EA,FB136,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1200,1200,0,0,572.88,572.88,0.00,0.00,
BRA,FB137,FB137 SIDE TO SIDE TOP HAT BRA,EA,FB137,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,400,400,0,0,179.00,179.00,0.00,0.00,
BRA,FB138,FB138  CROSS PLATE HDG EA,EA,,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1000,1000,0,0,484.30,484.30,0.00,0.00,
BRA,FC11,FC11 G CLAMP M10 EA,EA,FC11,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,4000,4000,0,0,1275.60,1275.60,0.00,0.00,
BRA,FC11,FC11 G CLAMP M10 EA,EA,FC11,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,4800,4800,0,0,1643.52,1643.52,0.00,0.00,
BRA,FC11,FC11 G CLAMP M10 EA,EA,FC11,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,4800,4800,0,0,1597.92,1597.92,0.00,0.00,
BRA,FC11,FC11 G CLAMP M10 EA,EA,FC11,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,4800,4800,0,0,1601.76,1601.76,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,800,800,0,0,560.32,560.32,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,2400,2400,0,0,1806.96,1806.96,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,200,200,0,0,140.08,140.08,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,1200,1200,0,0,877.20,877.20,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1200,1200,0,0,897.00,897.00,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,1200,1200,0,0,859.68,859.68,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,1200,1200,0,0,879.36,879.36,0.00,0.00,
BRA,IFC2,b613a INTERNAL FLANGE CLAMP PA,PAIR,,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,200,200,0,0,149.06,149.06,0.00,0.00,
BRA,JP143,JP143  41X41 INT COUPLER HDG E,EA,JP143,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,1000,1000,0,0,369.20,369.20,0.00,0.00,
BRA,JP143,JP143  41X41 INT COUPLER HDG E,EA,JP143,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,3060,3060,0,0,1118.43,1118.43,0.00,0.00,
BRA,JP143,JP143  41X41 INT COUPLER HDG E,EA,JP143,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,4000,4000,0,0,1462.00,1462.00,0.00,0.00,
BRA,JP143,JP143  41X41 INT COUPLER HDG E,EA,JP143,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,800,800,0,0,292.40,292.40,0.00,0.00,
BRA,JP143,JP143  41X41 INT COUPLER HDG E,EA,JP143,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,1800,1800,0,0,686.70,686.70,0.00,0.00,
BRA,JP144,JP144 41X21 INT COUPLER INC SC,SCREWS,JP144,6256,LAUREN,KAR002,KARNA INTERNATIONAL,WA,,,100,100,0,0,28.35,28.35,0.00,0.00,
BRA,JP144,JP144 41X21 INT COUPLER INC SC,EA SCREWS,JP144,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,300,300,0,0,83.67,83.67,0.00,0.00,
BRA,OH4,4 IN TRAY OVERHEAD HANGER EA,,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,450,450,0,0,197.64,197.64,0.00,0.00,
BRA,OH4,4 IN TRAY OVERHEAD HANGER EA,,,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,150,150,0,0,70.31,70.31,0.00,0.00,
BRA,OH4,4 IN TRAY OVERHEAD HANGER EA,,,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,300,300,0,0,134.76,134.76,0.00,0.00,
BRA,OH6,6 IN TRAY OVERHEAD HANGER,,,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,650,650,0,0,566.09,566.09,0.00,0.00,
BRA,OH6,6 IN TRAY OVERHEAD HANGER,,,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,300,300,0,0,250.41,250.41,0.00,0.00,
BRA,OH9,9IN TRAY OVERHEAD HANGER EA,,,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,200,200,0,0,204.02,204.02,0.00,0.00,
BRA,PC11,PC11  PURLIN CLIP  EACH,EA,PC11,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,9000,9000,0,0,850.50,850.50,0.00,0.00,
BRA,PC11,PC11  PURLIN CLIP  EACH,EA,PC11,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,3000,3000,0,0,283.50,283.50,0.00,0.00,
BRA,PC11,PC11  PURLIN CLIP  EACH,EA,PC11,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,6000,6000,0,0,592.20,592.20,0.00,0.00,
BRA,TSB100,100MM TRAY STAND OFF BRACKET H,HDG,,6428,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,20,20,0,0,15.04,15.04,0.00,0.00,
BRA,TSB300,300MM TRAY STAND OFF BRACKETS,EA,,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,200,200,0,0,278.44,278.44,0.00,0.00,
BRA,TSB50,50MM TRAY STAND OFF BRACKETS,,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1500,1500,0,0,734.40,734.40,0.00,0.00,
BRA,TSB75,75MM TRAY STAND OFF BRACKET,,,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,300,300,0,0,200.31,200.31,0.00,0.00,
CAN,CSBB600,600MM BACK TO BACK CANT ARM,,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,68,68,0,0,326.75,326.75,0.00,0.00,
CAN,CSBB600,600MM BACK TO BACK CANT ARM,,,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,200,200,0,0,961.04,961.04,0.00,0.00,
CAN,CSBB600,600MM BACK TO BACK CANT ARM,,,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,30,30,0,0,144.16,144.16,0.00,0.00,
CAN,CSBB600,600MM BACK TO BACK CANT ARM,,,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,250,250,0,0,1262.50,1262.50,0.00,0.00,
CAN,CSBB600,600MM BACK TO BACK CANT ARM,,,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,100,100,0,0,503.81,503.81,0.00,0.00,
CAN,CSBB600,600MM BACK TO BACK CANT ARM,,,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,182,182,0,0,912.91,912.91,0.00,0.00,
CAN,CSBB750,750MM BACK TO BACK CANT ARMS,,,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,60,60,0,0,348.88,348.88,0.00,0.00,
CAN,CSBB750,750MM BACK TO BACK CANT ARMS,,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,150,150,0,0,872.21,872.21,0.00,0.00,
CAN,CSBB750,750MM BACK TO BACK CANT ARMS,,,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,100,100,0,0,581.47,581.47,0.00,0.00,
CAN,CSBB900,back to back 900mm cant arms,,,5959,WA STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,100,100,0,0,720.50,720.50,0.00,0.00,
CAN,CSBB900,back to back 900mm cant arms,,,6673,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,68,68,0,0,470.34,470.34,0.00,0.00,
CAN,CSS1000,1MTR LONG CANT ARM HDG,,,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,70,70,0,0,259.56,259.56,0.00,0.00,
CAN,CSS1000,1MTR LONG CANT ARM HDG,EA,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1780,1780,0,0,6497.00,6497.00,0.00,0.00,
CAN,CSS150,CSS150 150MM CANT ARM HDG EA,,CSS150,6400,WARRINGTON STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,500,500,0,0,466.00,466.00,0.00,0.00,
CAN,CSS150,CSS150 150MM CANT ARM HDG EA,EA,CSS150,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,2152,2152,0,0,2014.27,2014.27,0.00,0.00,
CAN,CSS300,CSS300  300MM CANT ARM HDG EA,,CSS300,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,543,543,0,0,721.10,721.10,0.00,0.00,
CAN,CSS300,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,3440,3440,0,0,3990.40,3990.40,0.00,0.00,
CAN,CSS300,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,560,560,0,0,681.07,681.07,0.00,0.00,
CAN,CSS300,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,660,660,0,0,882.16,882.16,0.00,0.00,
CAN,CSS300,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,1530,1530,0,0,1852.68,1852.68,0.00,0.00,
CAN,CSS300FT,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,277,277,0,0,379.60,379.60,0.00,0.00,
CAN,CSS300FT,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,503,503,0,0,627.24,627.24,0.00,0.00,
CAN,CSS300FT,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,780,780,0,0,951.21,951.21,0.00,0.00,
CAN,CSS300FT,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,1560,1560,0,0,1931.28,1931.28,0.00,0.00,
CAN,CSS300FT,CSS300  300MM CANT ARM HDG EA,EA,CSS300,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,780,780,0,0,1017.04,1017.04,0.00,0.00,
CAN,CSS450,CSS450  450MM CANT ARM HDG EA,EA,CSS450,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,2000,2000,0,0,3160.00,3160.00,0.00,0.00,
CAN,CSS600,CSS600  600 CANT ARMS HDG EA,EA,CSS600,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,8980,8980,0,0,17870.20,17870.20,0.00,0.00,
CAN,CSS600,CSS600  600 CANT ARMS HDG EA,EA,CSS600,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,2000,2000,0,0,3980.00,3980.00,0.00,0.00,
CAN,CSS600,CSS600  600 CANT ARMS HDG EA,EA,CSS600,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,1200,1200,0,0,2388.00,2388.00,0.00,0.00,
CAN,CSS600,CSS600  600 CANT ARMS HDG EA,EA,CSS600,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,920,920,0,0,1965.12,1965.12,0.00,0.00,
CAN,CSS600,CSS600  600 CANT ARMS HDG EA,EA,CSS600,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,920,920,0,0,1911.02,1911.02,0.00,0.00,
CAN,CSS600,CSS600  600 CANT ARMS HDG EA,EA,CSS600,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,920,920,0,0,1915.26,1915.26,0.00,0.00,
CAN,CSS600,CSS600  600 CANT ARMS HDG EA,EA,CSS600,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,1380,1380,0,0,2922.43,2922.43,0.00,0.00,
CAN,CSS600WEB,GCA600 600MM WEBBED CANT ARM E,EA,,7454,FSW CANT ARMS,KAR002,KARNA INTERNATIONAL,WB,,,1000,1000,0,0,4809.60,4809.60,0.00,0.00,
CAN,CSS750,750MM CANT ARM HDG EA,,CSS750,6400,WARRINGTON STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,190,190,0,0,537.13,537.13,0.00,0.00,
CAN,CSS750,750MM CANT ARM HDG EA,,CSS750,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,500,500,0,0,1330.50,1330.50,0.00,0.00,
CAN,CSS750,750MM CANT ARM HDG EA,EA,CSS750,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,2950,2950,0,0,7788.00,7788.00,0.00,0.00,
CAN,CSS750,750MM CANT ARM HDG EA,EA,CSS750,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,500,500,0,0,1320.00,1320.00,0.00,0.00,
CAN,CSS750,750MM CANT ARM HDG EA,EA,CSS750,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,220,220,0,0,628.39,628.39,0.00,0.00,
CAN,CSS750,750MM CANT ARM HDG EA,EA,CSS750,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,50,50,0,0,141.69,141.69,0.00,0.00,
CAN,CSS750,750MM CANT ARM HDG EA,EA,CSS750,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,540,540,0,0,1533.60,1533.60,0.00,0.00,
CAN,CSS750WEB,750MM WEBBED CANT ARM,,,7454,FSW CANT ARMS,KAR002,KARNA INTERNATIONAL,WB,,,800,800,0,0,4210.16,4210.16,0.00,0.00,
CAN,CSS900,900MM FLAT PLATE CANT ARM HDG,EA,CSS900,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,60,60,0,0,185.40,185.40,0.00,0.00,
CAN,CSS900,900MM FLAT PLATE CANT ARM HDG,EA,CSS900,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,440,440,0,0,1390.58,1390.58,0.00,0.00,
CAN,CSS900WEB,GCA900 900MM WEBBED CANT ARM H,HDG EA,,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,69,69,0,0,483.00,483.00,0.00,0.00,
CAN,CSS900WEB,GCA900 900MM WEBBED CANT ARM H,HDG EA,,7454,FSW CANT ARMS,KAR002,KARNA INTERNATIONAL,WB,,,200,200,0,0,1234.74,1234.74,0.00,0.00,
NBW,FW10,M10 FLAT WASHER BZP (100) BS E,DIN125A,FW10,6174,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,3710,3710,0,0,1279.95,1279.95,0.00,0.00,
NBW,HEXS1025,M10X25 HEX SETSCREW (100) BZP,DIN933,HEXS1025,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,24,24,0,0,61.20,61.20,0.00,0.00,
NBW,HEXS1025,M10X25 HEX SETSCREW (100) BZP,DIN933,HEXS1025,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,360,360,0,0,957.60,957.60,0.00,0.00,
NBW,HEXS1030,M10X30 HEX SETSCREW (100) BZP,DIN933,HEXS1030,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1087,1087,0,0,3064.25,3064.25,0.00,0.00,
NBW,HEXS1035,M10X35 HEX SETSCREW (100) BZP,DIN933,,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,222,222,0,0,581.64,581.64,0.00,0.00,
NBW,HEXS1040,M10X40 HEX SETSCREW (100) BZP,DIN933,HEXS1040,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,268,268,0,0,771.84,771.84,0.00,0.00,
